User_ID,Age,Age_Group,Gender,Location,Daily_Screen_Time_Hours,Screen_Time_Band,Total_App_Usage_Hours,Number_of_Apps_Used,Social_Media_Usage_Hours,Productivity_App_Usage_Hours,Gaming_App_Usage_Hours,Category_Total_Hours,Top_Category,Social_Share_Pct,Productivity_Share_Pct,Gaming_Share_Pct,Flag_App_Hours_Exceed_Screen,Flag_Category_Hours_Exceed_App,Data_Quality
373,54,45-54,Male,Houston,12.26,Very high (10h+),6.58,17,4.99,0.34,3.1,8.43,Social,59.2,4.0,36.8,0,1,Check
374,50,45-54,Female,Los Angeles,7.19,High (7-10h),2.75,25,2.26,2.75,3.32,8.33,Gaming,27.1,33.0,39.9,0,1,Check
375,25,25-34,Male,New York,2.44,Light (<4h),1.69,27,1.77,2.09,4.18,8.04,Gaming,22.0,26.0,52.0,0,1,Check
376,22,18-24,Male,Chicago,9.25,High (7-10h),2.29,10,2.0,4.39,1.08,7.47,Productivity,26.8,58.8,14.5,0,1,Check
377,56,55+,Male,Los Angeles,11.02,Very high (10h+),3.5,17,0.58,1.02,0.6,2.2,Productivity,26.4,46.4,27.3,0,0,Consistent
378,21,18-24,Female,New York,1.04,Light (<4h),4.76,23,4.42,4.13,4.26,12.81,Social,34.5,32.2,33.3,1,1,Check
379,23,18-24,Male,New York,12.17,Very high (10h+),5.19,16,2.07,2.79,0.78,5.64,Productivity,36.7,49.5,13.8,0,1,Check
380,49,45-54,Female,New York,3.42,Light (<4h),4.81,22,1.94,0.27,4.87,7.08,Gaming,27.4,3.8,68.8,1,1,Check
381,47,45-54,Female,Los Angeles,8.18,High (7-10h),3.63,9,3.3,4.86,4.21,12.37,Productivity,26.7,39.3,34.0,0,1,Check
382,52,45-54,Male,Chicago,6.41,Moderate (4-7h),6.61,23,2.21,2.56,2.5,7.27,Productivity,30.4,35.2,34.4,1,1,Check
383,57,55+,Male,Chicago,10.36,Very high (10h+),10.08,25,3.24,1.45,4.91,9.6,Gaming,33.8,15.1,51.1,0,0,Consistent
384,33,25-34,Male,New York,5.83,Moderate (4-7h),4.08,14,0.31,2.35,0.49,3.15,Productivity,9.8,74.6,15.6,0,0,Consistent
385,30,25-34,Female,Los Angeles,12.31,Very high (10h+),11.37,19,4.07,4.29,1.52,9.88,Productivity,41.2,43.4,15.4,0,0,Consistent
386,59,55+,Male,New York,10.5,Very high (10h+),10.61,19,4.7,1.52,3.19,9.41,Social,49.9,16.2,33.9,1,0,Check
387,47,45-54,Female,Phoenix,9.42,High (7-10h),2.78,12,3.24,0.96,1.75,5.95,Social,54.5,16.1,29.4,0,1,Check
388,36,35-44,Female,Chicago,11.35,Very high (10h+),9.65,21,4.77,0.65,4.64,10.06,Social,47.4,6.5,46.1,0,1,Check
389,34,25-34,Male,Houston,10.8,Very high (10h+),7.32,16,0.76,1.49,0.33,2.58,Productivity,29.5,57.8,12.8,0,0,Consistent
390,36,35-44,Male,New York,1.47,Light (<4h),7.23,13,2.39,3.9,2.75,9.04,Productivity,26.4,43.1,30.4,1,1,Check
391,45,45-54,Female,Phoenix,6.13,Moderate (4-7h),5.3,4,3.01,2.36,2.95,8.32,Social,36.2,28.4,35.5,0,1,Check
392,43,35-44,Female,Chicago,13.1,Very high (10h+),6.51,20,2.91,1.14,3.26,7.31,Gaming,39.8,15.6,44.6,0,1,Check
393,54,45-54,Female,Los Angeles,2.63,Light (<4h),5.37,9,2.01,0.83,1.28,4.12,Social,48.8,20.1,31.1,1,0,Check
394,43,35-44,Male,Chicago,10.58,Very high (10h+),6.94,14,1.69,1.66,1.82,5.17,Gaming,32.7,32.1,35.2,0,0,Consistent
395,40,35-44,Female,Los Angeles,13.67,Very high (10h+),7.91,28,0.63,4.7,4.22,9.55,Productivity,6.6,49.2,44.2,0,1,Check
396,26,25-34,Male,Los Angeles,1.68,Light (<4h),8.42,4,1.96,1.72,0.97,4.65,Social,42.2,37.0,20.9,1,0,Check
397,29,25-34,Female,New York,9.87,High (7-10h),6.86,29,0.81,4.94,4.13,9.88,Productivity,8.2,50.0,41.8,0,1,Check
398,18,18-24,Female,New York,7.09,High (7-10h),8.94,22,3.67,2.43,2.81,8.91,Social,41.2,27.3,31.5,1,0,Check
399,18,18-24,Male,Chicago,8.53,High (7-10h),2.55,20,1.04,0.9,3.81,5.75,Gaming,18.1,15.7,66.3,0,1,Check
400,51,45-54,Female,Phoenix,2.11,Light (<4h),3.33,8,0.29,4.46,3.57,8.32,Productivity,3.5,53.6,42.9,1,1,Check
401,49,45-54,Male,Chicago,1.56,Light (<4h),10.01,26,2.76,2.3,1.04,6.1,Social,45.2,37.7,17.0,1,0,Check
402,42,35-44,Male,Houston,9.67,High (7-10h),4.55,12,2.98,3.55,2.84,9.37,Productivity,31.8,37.9,30.3,0,1,Check
403,57,55+,Female,Los Angeles,11.7,Very high (10h+),1.25,22,4.36,4.92,4.34,13.62,Productivity,32.0,36.1,31.9,0,1,Check
404,18,18-24,Male,Los Angeles,11.17,Very high (10h+),2.69,17,2.88,0.25,2.16,5.29,Social,54.4,4.7,40.8,0,1,Check
405,33,25-34,Male,New York,8.07,High (7-10h),3.46,7,1.73,0.48,4.83,7.04,Gaming,24.6,6.8,68.6,0,1,Check
406,56,55+,Female,Phoenix,2.3,Light (<4h),11.53,22,4.02,3.6,2.26,9.88,Social,40.7,36.4,22.9,1,0,Check
407,22,18-24,Male,New York,9.94,High (7-10h),7.3,5,2.7,1.41,0.71,4.82,Social,56.0,29.3,14.7,0,0,Consistent
408,39,35-44,Male,Houston,4.14,Moderate (4-7h),11.26,7,0.4,0.92,1.95,3.27,Gaming,12.2,28.1,59.6,1,0,Check
409,46,45-54,Male,Chicago,12.84,Very high (10h+),7.33,27,2.83,0.2,4.76,7.79,Gaming,36.3,2.6,61.1,0,1,Check
410,20,18-24,Female,Chicago,11.9,Very high (10h+),6.27,10,4.54,0.11,1.6,6.25,Social,72.6,1.8,25.6,0,0,Consistent
411,29,25-34,Male,Phoenix,10.22,Very high (10h+),4.45,10,1.98,3.87,4.34,10.19,Gaming,19.4,38.0,42.6,0,1,Check
412,43,35-44,Female,New York,13.33,Very high (10h+),7.67,10,1.48,0.67,4.41,6.56,Gaming,22.6,10.2,67.2,0,0,Consistent
413,33,25-34,Female,New York,1.41,Light (<4h),2.53,14,0.72,2.34,1.75,4.81,Productivity,15.0,48.6,36.4,1,1,Check
414,54,45-54,Male,Houston,10.57,Very high (10h+),10.88,26,0.76,3.03,0.42,4.21,Productivity,18.1,72.0,10.0,1,0,Check
415,39,35-44,Male,Chicago,5.29,Moderate (4-7h),10.12,25,2.16,2.14,3.62,7.92,Gaming,27.3,27.0,45.7,1,0,Check
416,46,45-54,Male,New York,12.78,Very high (10h+),4.49,10,2.98,0.14,1.56,4.68,Social,63.7,3.0,33.3,0,1,Check
417,31,25-34,Female,Phoenix,4.47,Moderate (4-7h),11.48,13,0.4,3.92,3.91,8.23,Productivity,4.9,47.6,47.5,1,0,Check
418,45,45-54,Male,Chicago,10.42,Very high (10h+),10.08,16,4.7,0.05,2.21,6.96,Social,67.5,0.7,31.8,0,0,Consistent
419,22,18-24,Male,Houston,12.41,Very high (10h+),8.33,10,3.78,3.81,2.43,10.02,Productivity,37.7,38.0,24.3,0,1,Check
420,47,45-54,Male,Phoenix,1.54,Light (<4h),2.34,26,2.93,4.47,3.89,11.29,Productivity,26.0,39.6,34.5,1,1,Check
421,22,18-24,Male,Los Angeles,6.17,Moderate (4-7h),6.26,12,4.14,2.16,1.91,8.21,Social,50.4,26.3,23.3,1,1,Check
422,29,25-34,Male,Houston,10.91,Very high (10h+),6.57,9,0.4,2.68,2.22,5.3,Productivity,7.5,50.6,41.9,0,0,Consistent
423,33,25-34,Female,Phoenix,6.91,Moderate (4-7h),3.56,19,2.38,2.38,1.88,6.64,Social,35.8,35.8,28.3,0,1,Check
424,43,35-44,Female,New York,4.47,Moderate (4-7h),1.88,6,3.15,1.95,1.84,6.94,Social,45.4,28.1,26.5,0,1,Check
425,43,35-44,Male,Los Angeles,3.86,Light (<4h),9.54,15,4.14,4.44,2.63,11.21,Productivity,36.9,39.6,23.5,1,1,Check
426,38,35-44,Male,Houston,2.71,Light (<4h),2.34,6,3.92,4.47,4.04,12.43,Productivity,31.5,36.0,32.5,0,1,Check
427,56,55+,Male,New York,12.14,Very high (10h+),7.54,7,1.39,1.68,1.81,4.88,Gaming,28.5,34.4,37.1,0,0,Consistent
428,53,45-54,Male,Los Angeles,8.48,High (7-10h),11.3,28,4.7,3.08,2.62,10.4,Social,45.2,29.6,25.2,1,0,Check
429,50,45-54,Female,Chicago,1.99,Light (<4h),10.64,24,0.62,4.63,3.35,8.6,Productivity,7.2,53.8,39.0,1,0,Check
430,47,45-54,Male,New York,5.97,Moderate (4-7h),4.06,6,4.38,4.81,1.35,10.54,Productivity,41.6,45.6,12.8,0,1,Check
431,54,45-54,Female,Phoenix,5.78,Moderate (4-7h),10.37,20,4.85,2.54,1.39,8.78,Social,55.2,28.9,15.8,1,0,Check
432,40,35-44,Female,Houston,3.36,Light (<4h),1.0,8,0.89,2.26,4.67,7.82,Gaming,11.4,28.9,59.7,0,1,Check
433,27,25-34,Male,Los Angeles,6.66,Moderate (4-7h),1.19,26,3.61,1.39,3.62,8.62,Gaming,41.9,16.1,42.0,0,1,Check
434,22,18-24,Female,New York,5.32,Moderate (4-7h),7.63,26,0.2,4.79,2.89,7.88,Productivity,2.5,60.8,36.7,1,1,Check
435,53,45-54,Female,Chicago,5.44,Moderate (4-7h),5.01,25,2.03,0.71,3.24,5.98,Gaming,33.9,11.9,54.2,0,1,Check
436,51,45-54,Female,Houston,10.61,Very high (10h+),5.25,24,2.58,2.9,0.15,5.63,Productivity,45.8,51.5,2.7,0,1,Check
437,48,45-54,Female,Houston,3.9,Light (<4h),7.21,4,2.9,1.41,3.09,7.4,Gaming,39.2,19.1,41.8,1,1,Check
438,27,25-34,Male,New York,9.34,High (7-10h),3.11,25,4.68,1.4,2.55,8.63,Social,54.2,16.2,29.5,0,1,Check
439,36,35-44,Male,Chicago,8.42,High (7-10h),3.33,13,3.36,2.02,2.73,8.11,Social,41.4,24.9,33.7,0,1,Check
440,49,45-54,Female,Los Angeles,8.39,High (7-10h),6.33,16,2.41,4.99,1.8,9.2,Productivity,26.2,54.2,19.6,0,1,Check
441,18,18-24,Male,New York,9.62,High (7-10h),9.3,7,4.05,0.27,0.41,4.73,Social,85.6,5.7,8.7,0,0,Consistent
442,22,18-24,Male,Los Angeles,8.13,High (7-10h),7.81,8,4.75,2.89,0.97,8.61,Social,55.2,33.6,11.3,0,1,Check
443,21,18-24,Male,Houston,12.43,Very high (10h+),4.27,12,0.11,0.41,4.75,5.27,Gaming,2.1,7.8,90.1,0,1,Check
444,33,25-34,Male,Los Angeles,9.78,High (7-10h),5.73,10,4.91,0.77,2.04,7.72,Social,63.6,10.0,26.4,0,1,Check
445,41,35-44,Male,Chicago,8.11,High (7-10h),2.88,16,0.43,2.2,2.33,4.96,Gaming,8.7,44.4,47.0,0,1,Check
446,33,25-34,Female,Phoenix,11.79,Very high (10h+),1.82,26,4.07,2.55,0.26,6.88,Social,59.2,37.1,3.8,0,1,Check
447,19,18-24,Male,Chicago,8.88,High (7-10h),9.61,5,1.4,1.29,0.19,2.88,Social,48.6,44.8,6.6,1,0,Check
448,45,45-54,Male,Los Angeles,4.78,Moderate (4-7h),3.92,14,0.66,1.58,3.59,5.83,Gaming,11.3,27.1,61.6,0,1,Check
449,49,45-54,Male,New York,3.69,Light (<4h),2.96,18,2.2,0.43,2.69,5.32,Gaming,41.4,8.1,50.6,0,1,Check
450,44,35-44,Male,Houston,2.98,Light (<4h),8.61,25,3.22,1.52,2.54,7.28,Social,44.2,20.9,34.9,1,0,Check
451,37,35-44,Female,Phoenix,12.69,Very high (10h+),7.8,19,1.9,4.83,1.22,7.95,Productivity,23.9,60.8,15.3,0,1,Check
452,41,35-44,Female,New York,10.23,Very high (10h+),7.97,3,0.27,4.72,3.72,8.71,Productivity,3.1,54.2,42.7,0,1,Check
453,29,25-34,Female,New York,13.19,Very high (10h+),3.52,25,3.0,1.67,0.84,5.51,Social,54.4,30.3,15.2,0,1,Check
454,52,45-54,Female,Chicago,8.84,High (7-10h),3.56,12,4.51,2.85,0.95,8.31,Social,54.3,34.3,11.4,0,1,Check
455,50,45-54,Male,Los Angeles,7.15,High (7-10h),3.43,27,1.92,4.55,2.3,8.77,Productivity,21.9,51.9,26.2,0,1,Check
456,50,45-54,Female,Chicago,1.78,Light (<4h),2.91,25,1.08,0.03,1.43,2.54,Gaming,42.5,1.2,56.3,1,0,Check
457,54,45-54,Male,Los Angeles,9.73,High (7-10h),8.21,12,2.21,4.05,1.24,7.5,Productivity,29.5,54.0,16.5,0,0,Consistent
458,29,25-34,Male,Chicago,8.57,High (7-10h),10.33,23,0.24,4.74,3.23,8.21,Productivity,2.9,57.7,39.3,1,0,Check
459,20,18-24,Male,New York,13.87,Very high (10h+),8.97,26,4.1,0.46,3.25,7.81,Social,52.5,5.9,41.6,0,0,Consistent
460,18,18-24,Male,Houston,4.11,Moderate (4-7h),9.71,4,4.13,0.81,4.12,9.06,Social,45.6,8.9,45.5,1,0,Check
461,50,45-54,Male,Los Angeles,7.9,High (7-10h),5.45,11,2.94,4.8,2.09,9.83,Productivity,29.9,48.8,21.3,0,1,Check
462,57,55+,Female,Phoenix,9.46,High (7-10h),8.19,24,1.77,2.69,0.37,4.83,Productivity,36.6,55.7,7.7,0,0,Consistent
463,27,25-34,Female,Phoenix,9.38,High (7-10h),4.9,15,4.0,0.07,1.37,5.44,Social,73.5,1.3,25.2,0,1,Check
464,46,45-54,Female,New York,8.3,High (7-10h),6.78,27,2.77,1.29,4.9,8.96,Gaming,30.9,14.4,54.7,0,1,Check
465,30,25-34,Female,Chicago,11.1,Very high (10h+),6.3,18,4.13,2.25,2.98,9.36,Social,44.1,24.0,31.8,0,1,Check
466,29,25-34,Male,Chicago,3.66,Light (<4h),2.95,20,3.16,3.46,3.55,10.17,Gaming,31.1,34.0,34.9,0,1,Check
467,48,45-54,Female,New York,10.43,Very high (10h+),5.26,21,3.92,3.67,0.04,7.63,Social,51.4,48.1,0.5,0,1,Check
468,19,18-24,Male,Phoenix,9.06,High (7-10h),11.6,14,2.99,4.98,2.59,10.56,Productivity,28.3,47.2,24.5,1,0,Check
469,52,45-54,Female,Phoenix,12.65,Very high (10h+),3.73,10,2.07,1.44,0.19,3.7,Social,55.9,38.9,5.1,0,0,Consistent
470,40,35-44,Male,Chicago,12.01,Very high (10h+),2.47,19,4.79,2.69,2.85,10.33,Social,46.4,26.0,27.6,0,1,Check
471,34,25-34,Male,Los Angeles,5.1,Moderate (4-7h),5.6,17,2.71,2.67,4.6,9.98,Gaming,27.2,26.8,46.1,1,1,Check
472,43,35-44,Female,Houston,4.59,Moderate (4-7h),9.69,12,3.03,2.03,4.84,9.9,Gaming,30.6,20.5,48.9,1,1,Check
473,25,25-34,Male,Los Angeles,13.76,Very high (10h+),7.4,17,1.1,0.85,2.7,4.65,Gaming,23.7,18.3,58.1,0,0,Consistent
474,46,45-54,Male,Phoenix,7.85,High (7-10h),8.49,17,3.13,4.89,2.29,10.31,Productivity,30.4,47.4,22.2,1,1,Check
475,43,35-44,Female,Los Angeles,12.78,Very high (10h+),3.09,25,2.86,4.27,4.73,11.86,Gaming,24.1,36.0,39.9,0,1,Check
476,27,25-34,Male,Houston,3.13,Light (<4h),7.81,9,0.92,2.49,3.37,6.78,Gaming,13.6,36.7,49.7,1,0,Check
477,43,35-44,Female,Los Angeles,9.36,High (7-10h),4.56,15,0.3,3.02,0.32,3.64,Productivity,8.2,83.0,8.8,0,0,Consistent
478,51,45-54,Female,Los Angeles,11.53,Very high (10h+),10.18,19,3.02,1.14,2.33,6.49,Social,46.5,17.6,35.9,0,0,Consistent
479,58,55+,Female,Los Angeles,13.32,Very high (10h+),7.92,11,3.82,2.72,1.2,7.74,Social,49.4,35.1,15.5,0,0,Consistent
480,24,18-24,Male,Los Angeles,5.39,Moderate (4-7h),3.19,10,2.62,3.47,2.35,8.44,Productivity,31.0,41.1,27.8,0,1,Check
481,21,18-24,Male,New York,10.42,Very high (10h+),1.71,22,1.13,2.58,2.28,5.99,Productivity,18.9,43.1,38.1,0,1,Check
482,28,25-34,Male,Phoenix,8.0,High (7-10h),1.47,28,3.33,4.95,2.91,11.19,Productivity,29.8,44.2,26.0,0,1,Check
483,46,45-54,Female,Houston,1.79,Light (<4h),5.09,29,0.4,3.06,1.78,5.24,Productivity,7.6,58.4,34.0,1,1,Check
484,53,45-54,Male,Phoenix,9.97,High (7-10h),3.92,23,2.21,1.85,0.82,4.88,Social,45.3,37.9,16.8,0,1,Check
485,42,35-44,Female,New York,9.97,High (7-10h),8.11,20,0.82,3.86,2.52,7.2,Productivity,11.4,53.6,35.0,0,0,Consistent
486,38,35-44,Female,New York,13.1,Very high (10h+),6.49,15,0.92,0.85,4.15,5.92,Gaming,15.5,14.4,70.1,0,0,Consistent
487,53,45-54,Male,New York,7.47,High (7-10h),3.93,18,1.01,1.92,3.32,6.25,Gaming,16.2,30.7,53.1,0,1,Check
488,27,25-34,Female,New York,3.99,Light (<4h),2.64,11,1.93,1.73,1.69,5.35,Social,36.1,32.3,31.6,0,1,Check
489,54,45-54,Male,Los Angeles,1.58,Light (<4h),2.4,14,0.26,2.16,4.68,7.1,Gaming,3.7,30.4,65.9,1,1,Check
490,26,25-34,Male,Phoenix,6.4,Moderate (4-7h),10.51,14,1.99,3.91,4.56,10.46,Gaming,19.0,37.4,43.6,1,0,Check
491,41,35-44,Male,Chicago,4.92,Moderate (4-7h),3.68,8,2.56,2.42,1.05,6.03,Social,42.5,40.1,17.4,0,1,Check
492,52,45-54,Male,Houston,10.89,Very high (10h+),8.17,21,2.42,3.97,0.2,6.59,Productivity,36.7,60.2,3.0,0,0,Consistent
493,52,45-54,Male,New York,5.61,Moderate (4-7h),9.92,9,1.91,2.88,3.71,8.5,Gaming,22.5,33.9,43.6,1,0,Check
494,53,45-54,Female,Phoenix,13.34,Very high (10h+),7.75,27,4.2,1.71,4.14,10.05,Social,41.8,17.0,41.2,0,1,Check
495,35,35-44,Female,New York,13.51,Very high (10h+),10.46,5,0.73,4.05,4.84,9.62,Gaming,7.6,42.1,50.3,0,0,Consistent
496,56,55+,Female,New York,9.07,High (7-10h),5.32,18,2.53,1.19,4.45,8.17,Gaming,31.0,14.6,54.5,0,1,Check
497,49,45-54,Male,New York,13.07,Very high (10h+),11.52,20,0.31,1.12,3.0,4.43,Gaming,7.0,25.3,67.7,0,0,Consistent
498,41,35-44,Male,New York,10.89,Very high (10h+),2.46,18,0.36,2.52,2.65,5.53,Gaming,6.5,45.6,47.9,0,1,Check
499,40,35-44,Male,New York,8.11,High (7-10h),2.12,25,2.87,1.3,0.14,4.31,Social,66.6,30.2,3.2,0,1,Check
500,49,45-54,Female,Houston,3.34,Light (<4h),8.25,9,2.83,0.05,1.23,4.11,Social,68.9,1.2,29.9,1,0,Check
501,54,45-54,Male,Phoenix,6.96,Moderate (4-7h),11.37,6,4.39,3.24,2.3,9.93,Social,44.2,32.6,23.2,1,0,Check
502,29,25-34,Female,New York,8.29,High (7-10h),9.9,29,2.79,2.56,3.14,8.49,Gaming,32.9,30.2,37.0,1,0,Check
503,30,25-34,Female,New York,12.23,Very high (10h+),1.84,27,4.8,2.23,2.79,9.82,Social,48.9,22.7,28.4,0,1,Check
504,40,35-44,Male,New York,7.26,High (7-10h),4.07,10,0.24,4.83,3.71,8.78,Productivity,2.7,55.0,42.3,0,1,Check
505,42,35-44,Male,New York,12.67,Very high (10h+),11.23,15,0.49,2.86,1.4,4.75,Productivity,10.3,60.2,29.5,0,0,Consistent
506,52,45-54,Female,Los Angeles,9.77,High (7-10h),3.78,15,0.22,4.32,2.82,7.36,Productivity,3.0,58.7,38.3,0,1,Check
507,58,55+,Male,Los Angeles,2.78,Light (<4h),9.59,19,0.93,0.7,0.44,2.07,Social,44.9,33.8,21.3,1,0,Check
508,47,45-54,Female,Chicago,13.93,Very high (10h+),10.08,19,2.71,2.85,2.07,7.63,Productivity,35.5,37.4,27.1,0,0,Consistent
509,34,25-34,Male,New York,7.85,High (7-10h),6.45,7,3.23,4.34,3.75,11.32,Productivity,28.5,38.3,33.1,0,1,Check
510,37,35-44,Male,Chicago,6.09,Moderate (4-7h),5.25,8,0.23,2.92,3.47,6.62,Gaming,3.5,44.1,52.4,0,1,Check
511,42,35-44,Female,Houston,9.57,High (7-10h),5.95,21,4.73,3.59,4.95,13.27,Gaming,35.6,27.1,37.3,0,1,Check
512,39,35-44,Male,Chicago,2.42,Light (<4h),3.5,15,4.21,1.86,1.39,7.46,Social,56.4,24.9,18.6,1,1,Check
513,30,25-34,Female,Phoenix,9.28,High (7-10h),10.78,27,1.48,0.46,2.49,4.43,Gaming,33.4,10.4,56.2,1,0,Check
514,36,35-44,Male,Los Angeles,7.48,High (7-10h),5.96,28,0.39,2.29,1.65,4.33,Productivity,9.0,52.9,38.1,0,0,Consistent
515,53,45-54,Female,Los Angeles,6.29,Moderate (4-7h),10.71,16,0.85,1.97,2.2,5.02,Gaming,16.9,39.2,43.8,1,0,Check
516,29,25-34,Female,New York,13.39,Very high (10h+),2.16,24,0.63,4.34,4.28,9.25,Productivity,6.8,46.9,46.3,0,1,Check
517,58,55+,Male,New York,7.79,High (7-10h),11.87,6,0.62,1.22,3.42,5.26,Gaming,11.8,23.2,65.0,1,0,Check
518,36,35-44,Female,Houston,3.85,Light (<4h),5.88,9,2.59,4.83,4.41,11.83,Productivity,21.9,40.8,37.3,1,1,Check
519,29,25-34,Male,Houston,6.97,Moderate (4-7h),1.53,10,1.23,4.79,1.02,7.04,Productivity,17.5,68.0,14.5,0,1,Check
520,26,25-34,Male,Phoenix,12.95,Very high (10h+),1.42,27,1.79,1.24,4.37,7.4,Gaming,24.2,16.8,59.1,0,1,Check
521,24,18-24,Male,New York,3.29,Light (<4h),9.21,15,4.95,1.74,0.3,6.99,Social,70.8,24.9,4.3,1,0,Check
522,45,45-54,Female,New York,3.78,Light (<4h),8.25,29,3.42,4.48,4.44,12.34,Productivity,27.7,36.3,36.0,1,1,Check
523,31,25-34,Female,Houston,1.17,Light (<4h),9.82,8,4.74,4.83,1.65,11.22,Productivity,42.2,43.0,14.7,1,1,Check
524,48,45-54,Male,Houston,1.18,Light (<4h),2.16,8,0.71,2.22,1.57,4.5,Productivity,15.8,49.3,34.9,1,1,Check
525,36,35-44,Male,Houston,11.78,Very high (10h+),1.39,26,1.91,1.6,2.56,6.07,Gaming,31.5,26.4,42.2,0,1,Check
526,33,25-34,Female,Los Angeles,10.52,Very high (10h+),6.59,23,2.77,2.63,4.7,10.1,Gaming,27.4,26.0,46.5,0,1,Check
527,22,18-24,Male,Chicago,5.62,Moderate (4-7h),5.26,5,0.38,3.44,0.24,4.06,Productivity,9.4,84.7,5.9,0,0,Consistent
528,52,45-54,Male,Chicago,10.08,Very high (10h+),6.08,5,0.02,1.37,1.76,3.15,Gaming,0.6,43.5,55.9,0,0,Consistent
529,29,25-34,Female,New York,6.14,Moderate (4-7h),11.91,15,3.35,3.68,4.28,11.31,Gaming,29.6,32.5,37.8,1,0,Check
530,42,35-44,Male,Los Angeles,13.39,Very high (10h+),11.68,24,3.21,0.26,1.98,5.45,Social,58.9,4.8,36.3,0,0,Consistent
531,38,35-44,Female,Houston,13.57,Very high (10h+),11.37,4,2.05,0.25,1.0,3.3,Social,62.1,7.6,30.3,0,0,Consistent
532,53,45-54,Male,New York,6.11,Moderate (4-7h),9.62,18,2.45,1.93,2.12,6.5,Social,37.7,29.7,32.6,1,0,Check
533,40,35-44,Female,Los Angeles,12.1,Very high (10h+),4.9,24,2.08,1.77,1.93,5.78,Social,36.0,30.6,33.4,0,1,Check
534,33,25-34,Male,Phoenix,11.05,Very high (10h+),5.53,8,0.12,1.58,4.58,6.28,Gaming,1.9,25.2,72.9,0,1,Check
535,56,55+,Male,Los Angeles,5.03,Moderate (4-7h),7.05,10,1.68,2.46,3.81,7.95,Gaming,21.1,30.9,47.9,1,1,Check
536,59,55+,Female,New York,4.02,Moderate (4-7h),10.14,25,0.89,1.6,2.53,5.02,Gaming,17.7,31.9,50.4,1,0,Check
537,56,55+,Male,Chicago,6.96,Moderate (4-7h),1.76,10,0.49,0.96,4.94,6.39,Gaming,7.7,15.0,77.3,0,1,Check
538,31,25-34,Female,Houston,11.16,Very high (10h+),5.67,27,4.78,1.55,2.33,8.66,Social,55.2,17.9,26.9,0,1,Check
539,48,45-54,Male,Phoenix,13.48,Very high (10h+),1.91,8,3.0,4.87,0.29,8.16,Productivity,36.8,59.7,3.6,0,1,Check
540,22,18-24,Female,Los Angeles,10.93,Very high (10h+),6.66,16,3.64,2.06,1.31,7.01,Social,51.9,29.4,18.7,0,1,Check
541,52,45-54,Female,New York,12.12,Very high (10h+),10.89,5,1.58,2.22,2.18,5.98,Productivity,26.4,37.1,36.5,0,0,Consistent
542,40,35-44,Female,New York,8.84,High (7-10h),9.61,12,1.97,2.88,0.78,5.63,Productivity,35.0,51.2,13.9,1,0,Check
543,46,45-54,Female,Houston,11.86,Very high (10h+),3.51,5,1.18,4.92,4.74,10.84,Productivity,10.9,45.4,43.7,0,1,Check
544,28,25-34,Male,New York,11.2,Very high (10h+),11.74,29,0.48,1.21,3.83,5.52,Gaming,8.7,21.9,69.4,1,0,Check
545,35,35-44,Male,New York,5.9,Moderate (4-7h),8.34,14,0.9,3.41,1.34,5.65,Productivity,15.9,60.4,23.7,1,0,Check
546,29,25-34,Female,Houston,8.18,High (7-10h),1.11,19,3.99,3.58,2.95,10.52,Social,37.9,34.0,28.0,0,1,Check
547,26,25-34,Female,Phoenix,11.46,Very high (10h+),3.81,29,3.39,3.04,3.61,10.04,Gaming,33.8,30.3,36.0,0,1,Check
548,27,25-34,Female,Chicago,1.6,Light (<4h),3.87,7,2.73,0.44,4.71,7.88,Gaming,34.6,5.6,59.8,1,1,Check
549,34,25-34,Male,Chicago,11.51,Very high (10h+),1.76,22,2.38,3.38,4.41,10.17,Gaming,23.4,33.2,43.4,0,1,Check
550,55,55+,Male,Los Angeles,3.31,Light (<4h),11.56,27,4.61,0.32,2.58,7.51,Social,61.4,4.3,34.4,1,0,Check
551,24,18-24,Male,Phoenix,7.69,High (7-10h),6.26,11,0.36,2.98,3.87,7.21,Gaming,5.0,41.3,53.7,0,1,Check
552,30,25-34,Male,Los Angeles,11.51,Very high (10h+),10.85,23,1.4,3.7,2.81,7.91,Productivity,17.7,46.8,35.5,0,0,Consistent
553,57,55+,Female,Chicago,4.3,Moderate (4-7h),4.54,28,1.75,1.05,2.76,5.56,Gaming,31.5,18.9,49.6,1,1,Check
554,59,55+,Female,Houston,4.2,Moderate (4-7h),2.38,22,3.91,4.21,0.57,8.69,Productivity,45.0,48.4,6.6,0,1,Check
555,26,25-34,Female,New York,6.24,Moderate (4-7h),6.22,9,4.96,0.15,0.63,5.74,Social,86.4,2.6,11.0,0,0,Consistent
556,44,35-44,Male,Chicago,12.63,Very high (10h+),2.25,24,1.2,4.22,2.65,8.07,Productivity,14.9,52.3,32.8,0,1,Check
557,19,18-24,Male,Phoenix,1.01,Light (<4h),6.35,6,4.37,2.3,1.34,8.01,Social,54.6,28.7,16.7,1,1,Check
558,22,18-24,Male,Chicago,12.72,Very high (10h+),11.12,15,4.15,1.09,0.11,5.35,Social,77.6,20.4,2.1,0,0,Consistent
559,46,45-54,Female,Phoenix,3.0,Light (<4h),6.73,15,1.12,0.67,3.61,5.4,Gaming,20.7,12.4,66.9,1,0,Check
